Epoch,mse
1,0.00336897
2,0.0014228
3,0.00063371
4,0.00063371
5,0.00063371
6,0.00049434
7,0.00049434
8,0.00049434
9,0.00049434
10,0.00049434
11,0.00049434
12,0.00049434
13,0.00049434
14,0.00049434
15,0.00049434
16,0.00049434
17,0.00049434
18,0.00049434
19,0.00049434
20,0.00049434
21,0.00049434
22,0.00049434
23,0.00049434
24,0.00049434
25,0.00048239
26,0.00048239
27,0.00048239
28,0.00048239
29,0.00048239
30,0.0004588
31,0.0004588
32,0.0004588
33,0.0004588
34,0.0004588
35,0.0004588
36,0.0004588
37,0.0004588
38,0.0004588
39,0.0004588
40,0.0004588
41,0.00041651
42,0.00041651
43,0.00041651
44,0.00041651
45,0.00041651
46,0.00041651
47,0.00041651
48,0.00041651
49,0.00041651
50,0.00041651
51,0.00041651
52,0.00041651
53,0.00041651
54,0.00041651
55,0.00041651
56,0.00041651
57,0.00041651
58,0.00040829
59,0.00040829
60,0.00040829
61,0.00040829
62,0.00040829
63,0.00040829
64,0.00040829
65,0.00040829
66,0.00040829
67,0.00040829
68,0.00040829
69,0.00040829
70,0.00040829
71,0.00040829
72,0.00040829
73,0.00040233
74,0.00040233
75,0.00040233
76,0.00040233
77,0.00040233
78,0.00040233
79,0.00040233
80,0.00040233
81,0.00040233
82,0.00040233
83,0.00040233
84,0.00040233
85,0.00040233
86,0.00040233
87,0.00040233
88,0.00040233
89,0.00040233
90,0.00040233
91,0.00040233
92,0.00040233
93,0.00040233
94,0.00040233
95,0.00040233
96,0.00040233
97,0.00040233
98,0.00040233
99,0.00038918
100,0.00038918
101,0.00038918
102,0.00038918
103,0.00038918
104,0.00038918
105,0.00038918
106,0.00038918
107,0.00038918
108,0.00038918
109,0.00038918
110,0.00038918
111,0.00038918
112,0.00038918
113,0.00038918
114,0.00038918
115,0.00038918
116,0.00038918
117,0.00038918
118,0.00038918
119,0.00038918
120,0.00038918
121,0.00038918
122,0.00038918
123,0.00038918
124,0.00038918
125,0.00038918
126,0.00038918
127,0.00038918
128,0.00038918
129,0.00038918
130,0.00038918
131,0.00038918
132,0.00038918
133,0.00038918
134,0.00038918
135,0.00038918
136,0.00038918
137,0.00038918
138,0.00038918
139,0.00038918
140,0.00038918
141,0.00038918
142,0.00038918
143,0.00038918
144,0.00038918
145,0.00038918
146,0.00038918
147,0.00038918
148,0.00038918
149,0.00038918
150,0.00038918
151,0.00038918
152,0.00038918
153,0.00038918
154,0.00038918
155,0.00038918
156,0.00038918
157,0.00038709
158,0.00038709
159,0.00038709
160,0.00038709
161,0.00038709
162,0.00038709
163,0.00038709
164,0.00038709
165,0.00038709
166,0.00038709
167,0.00038709
168,0.00038709
169,0.00038709
170,0.00038709
171,0.00038709
172,0.00038709
173,0.00038709
174,0.00038709
175,0.00038709
176,0.00038709
177,0.00038709
178,0.00038709
179,0.00038709
180,0.00038709
181,0.00038709
182,0.00038709
183,0.00038709
184,0.00038709
185,0.00038709
186,0.00038709
187,0.00038709
188,0.00038709
189,0.00038709
190,0.00038709
191,0.00038709
192,0.00038709
193,0.00038709
194,0.00038709
195,0.00038709
196,0.00038709
197,0.00038709
198,0.00038709
199,0.00038709
200,0.00038709
201,0.00038709
202,0.00038709
203,0.00038709
204,0.00038709
205,0.00038612
206,0.00038612
207,0.00038612
208,0.00038612
209,0.00038612
210,0.00038612
211,0.00038612
212,0.00038612
213,0.00038612
214,0.00038612
215,0.00038612
216,0.00038612
217,0.00038612
218,0.00038612
219,0.00038612
220,0.00038612
221,0.00038612
222,0.00038612
223,0.00038612
224,0.00038612
225,0.00038612
226,0.00038612
227,0.00038612
228,0.00038612
229,0.00038612
230,0.00038612
231,0.00038612
232,0.00038612
233,0.00038612
234,0.00038612
235,0.00038612
236,0.00038612
237,0.00038612
238,0.00038612
239,0.00038612
240,0.00038612
241,0.00038612
242,0.00038612
243,0.00038612
244,0.00038612
245,0.00038276
246,0.00038276
247,0.00038276
248,0.00038276
249,0.00037874
250,0.00037874
251,0.00037874
252,0.00037874
253,0.00037874
254,0.00037874
255,0.00037874
256,0.00037874
257,0.00037874
258,0.00037874
259,0.00037874
260,0.00037874
261,0.00037874
262,0.00037874
263,0.00037874
264,0.00037874
265,0.00037874
266,0.00037874
267,0.00037874
268,0.00037874
269,0.00037874
270,0.00037874
271,0.00037874
272,0.00037874
273,0.00037874
274,0.00037874
275,0.00037874
276,0.00037874
277,0.00037874
278,0.00037874
279,0.00037874
280,0.00037874
281,0.00037874
282,0.00037874
