Epoch,mse
1,0.00142263
2,0.00142263
3,0.00142263
4,0.00142263
5,0.00126042
6,0.00091557
7,0.00091557
8,0.00091557
9,0.00091557
10,0.00091557
11,0.00084512
12,0.00084512
13,0.00078706
14,0.00078706
15,0.00076048
16,0.00076048
17,0.00076048
18,0.00076048
19,0.00076048
20,0.00076048
21,0.00076048
22,0.00076048
23,0.00076048
24,0.00076048
25,0.00076048
26,0.00076048
27,0.00076048
28,0.00076048
29,0.00076048
30,0.00076048
31,0.00076048
32,0.00073864
33,0.00073864
34,0.00073864
35,0.00071879
36,0.00071879
37,0.00071879
38,0.00071879
39,0.00071879
40,0.00071879
41,0.00071879
42,0.00071879
43,0.00071879
44,0.00071879
45,0.00071879
46,0.00071879
47,0.00071879
48,0.00071879
49,0.00071879
50,0.00071879
51,0.00071879
52,0.00071879
53,0.00071879
54,0.00071879
55,0.00071879
56,0.00071879
57,0.00071879
58,0.00071879
59,0.00071879
60,0.00071879
61,0.00071879
62,0.00071879
63,0.00071879
64,0.00071879
65,0.00071879
66,0.00071879
67,0.00071879
68,0.00071879
69,0.00071879
70,0.00071879
71,0.00071879
72,0.00071879
73,0.00071879
74,0.00071879
75,0.00071879
76,0.00071879
77,0.00071879
78,0.00071879
79,0.00071879
80,0.00071879
81,0.00071879
82,0.00071879
83,0.00071879
84,0.00071879
85,0.00071879
86,0.00071879
87,0.00071879
88,0.00071879
89,0.00071879
90,0.00071879
91,0.00071879
92,0.00071879
93,0.00071879
94,0.00071879
95,0.00071879
96,0.00071879
97,0.00071879
98,0.00071879
99,0.00071879
100,0.00071879
101,0.00071879
102,0.00071879
103,0.00071879
104,0.00071879
105,0.00071879
106,0.00071879
107,0.00071879
108,0.00071879
109,0.00071879
110,0.00071879
111,0.00071879
112,0.00071879
113,0.00071879
114,0.00071879
115,0.00071879
116,0.00071879
117,0.00071879
118,0.00071879
119,0.00070784
120,0.00070784
121,0.00070784
122,0.00070784
123,0.00070784
124,0.00070784
125,0.00070784
126,0.00070784
127,0.00070784
128,0.00070784
129,0.00070784
130,0.00070784
131,0.00070784
132,0.00070784
133,0.00070382
134,0.00070382
135,0.00070382
136,0.00070382
137,0.00070382
138,0.00070382
139,0.00070382
140,0.00070382
141,0.00070382
142,0.00070382
143,0.00070382
144,0.00070382
145,0.00070382
146,0.00070382
147,0.00070382
148,0.00070382
149,0.00070382
150,0.00070382
151,0.00070382
152,0.00070382
153,0.00070382
154,0.00070382
155,0.00070382
156,0.00070382
157,0.00070382
158,0.00070382
159,0.00070382
160,0.00070382
161,0.00070382
162,0.00070382
163,0.00070382
164,0.00070382
165,0.00070382
166,0.00070382
167,0.00070382
168,0.00070382
169,0.00070382
170,0.00070382
171,0.00070382
172,0.00070382
173,0.00070382
