Epoch,mse
1,0.00589766
2,0.00409234
3,0.00391602
4,0.00391602
5,0.00391578
6,0.00391578
7,0.00391578
8,0.00391578
9,0.00391578
10,0.00247307
11,0.00247018
12,0.00246595
13,0.00109291
14,0.00109291
15,0.00109135
16,0.00109111
17,0.00109111
18,0.00108202
19,0.00108202
20,0.00107873
21,0.00107873
22,0.00107668
23,0.00107662
24,0.00080892
25,0.00080863
26,0.0008086
27,0.0008084
28,0.0008084
29,0.0008084
30,0.00080819
31,0.00080804
32,0.00080764
33,0.00080764
34,0.00080752
35,0.00080736
36,0.00080734
37,0.00080734
38,0.00080734
39,0.00080734
40,0.00080734
41,0.00080731
42,0.00080731
43,0.0008073
44,0.0008073
45,0.0008073
46,0.0008073
47,0.0008073
48,0.0008073
49,0.00080715
50,0.00080695
51,0.00080648
52,0.00080648
53,0.00080648
54,0.00080648
55,0.00080647
56,0.00080626
57,0.00080605
58,0.00080572
59,0.00080567
60,0.00080558
61,0.00080549
62,0.00080522
63,0.00080503
64,0.00080503
65,0.00080503
66,0.00080502
67,0.0008049
68,0.00080488
69,0.00080488
70,0.00080488
71,0.00080476
72,0.00080461
73,0.00080447
74,0.00080447
75,0.00080439
76,0.00080439
77,0.00080424
78,0.0008041
79,0.00080388
80,0.00080387
81,0.00080386
82,0.00080386
83,0.00080359
84,0.00080353
85,0.00080332
86,0.00080318
87,0.000803
88,0.000803
89,0.00080296
90,0.00080255
91,0.0008025
92,0.00080249
93,0.00080238
94,0.00080238
95,0.00080211
96,0.00080192
97,0.00080181
98,0.00080181
99,0.00080181
100,0.00080144
101,0.00080144
102,0.00080135
103,0.00080135
104,0.00080126
105,0.00080104
106,0.000801
107,0.00080095
108,0.00080095
109,0.00080065
110,0.00080065
111,0.00080061
112,0.00080061
113,0.00080056
114,0.00080045
115,0.00080045
116,0.00080043
117,0.00080043
118,0.00080043
119,0.00080043
120,0.00080043
121,0.00080043
122,0.00080043
123,0.00080039
124,0.00080039
125,0.0008003
126,0.00080015
127,0.00080015
128,0.00080015
129,0.00079969
130,0.0007996
131,0.0007996
132,0.0007996
133,0.0007996
134,0.00079869
135,0.00079869
136,0.00079852
137,0.00079848
138,0.00079848
139,0.00079846
140,0.00079829
141,0.00079827
142,0.00079775
143,0.00079756
144,0.00079743
145,0.00079743
146,0.00079743
147,0.00079739
148,0.00079734
149,0.00079734
150,0.00079726
151,0.00079726
152,0.00079726
153,0.00079724
154,0.00079724
155,0.00079716
156,0.00079325
157,0.00079048
158,0.00079048
159,0.00079036
160,0.00079036
161,0.00079036
162,0.00078964
163,0.00078964
164,0.00078964
165,0.00078964
166,0.00078964
167,0.00078896
168,0.00078892
169,0.00078858
170,0.00078807
171,0.00078807
172,0.00078807
173,0.00078715
174,0.00078715
175,0.00078674
176,0.00078667
177,0.00078667
178,0.00078667
179,0.00078667
180,0.00078552
181,0.00078552
182,0.00078549
183,0.00078549
184,0.00078549
185,0.00078549
186,0.00078549
187,0.00078549
188,0.00078549
189,0.00078549
190,0.00078491
191,0.00078491
192,0.00078491
193,0.00078491
194,0.00078358
195,0.00078317
196,0.00078317
197,0.00078092
198,0.00078092
199,0.00078092
200,0.00078052
201,0.00078052
202,0.00077975
203,0.00077975
204,0.00077975
205,0.00077975
206,0.00077911
207,0.00077853
208,0.00077853
209,0.00077847
210,0.00077847
211,0.00077847
212,0.00077814
213,0.00077775
214,0.0007773
215,0.00077719
216,0.00077702
217,0.00077657
218,0.00077634
219,0.00077634
220,0.00077631
221,0.00077627
222,0.00077626
223,0.00077611
224,0.00077611
225,0.00077611
226,0.00077611
227,0.00077611
228,0.00077594
229,0.00077594
230,0.00077594
231,0.0007756
232,0.0007756
233,0.0007756
234,0.00077531
235,0.0007753
236,0.00077512
237,0.00077512
238,0.000775
239,0.0007747
240,0.00077466
241,0.00077466
242,0.00077466
243,0.00077457
244,0.00077457
245,0.00077456
246,0.00077456
247,0.00077456
248,0.00077456
249,0.00077452
250,0.00077452
251,0.00077452
252,0.00077439
253,0.00077439
254,0.00077433
255,0.00077425
256,0.00077419
257,0.00077413
258,0.00077382
259,0.00077361
260,0.00077357
261,0.00077357
262,0.00077357
263,0.00077357
264,0.00077354
265,0.00077354
266,0.00077339
267,0.00077067
268,0.00077067
269,0.00076971
270,0.00076971
271,0.00076953
272,0.00076925
273,0.00076925
274,0.00076878
275,0.0007685
276,0.0007685
277,0.00076772
278,0.00076772
279,0.00076703
280,0.00076703
281,0.00076622
282,0.00076622
283,0.00076575
284,0.00076575
285,0.00076563
286,0.00076505
287,0.00076505
288,0.00076502
289,0.00076458
290,0.00076458
291,0.00076458
292,0.0007639
293,0.00076385
294,0.00076382
295,0.00076382
296,0.00076382
297,0.00076382
298,0.00076377
299,0.00076371
300,0.0007636
301,0.00076359
302,0.00076359
303,0.00076359
304,0.00076359
305,0.00076357
306,0.00076357
307,0.00076357
308,0.00076357
309,0.00076357
310,0.00076356
311,0.00076346
312,0.00076346
313,0.00076326
314,0.00076326
315,0.00076326
316,0.00076298
317,0.00076274
318,0.00076274
319,0.00076208
320,0.0007617
321,0.00076169
322,0.00076167
323,0.00076167
324,0.00076167
325,0.00076167
326,0.00076152
327,0.00076151
328,0.00076151
329,0.00076151
330,0.00076151
331,0.00076147
332,0.00076147
333,0.00076146
334,0.00076118
335,0.00076118
336,0.00076094
337,0.00076072
338,0.0007605
339,0.00076045
340,0.00076038
341,0.00076037
342,0.00076028
343,0.00076021
344,0.00076018
345,0.00075998
346,0.00075994
347,0.00075986
348,0.00075986
349,0.00075986
350,0.00075975
351,0.00075973
352,0.00075973
353,0.00075973
354,0.00075972
355,0.00075971
356,0.0007597
357,0.00075962
358,0.00075929
359,0.00075901
360,0.00075901
361,0.00075901
362,0.00075888
363,0.00075873
364,0.00075873
365,0.00075873
366,0.00075827
367,0.00075799
368,0.00075785
369,0.00075777
370,0.00075766
371,0.00075766
372,0.00075764
373,0.00075764
374,0.00075764
375,0.00075764
376,0.00075758
377,0.00075748
378,0.00075742
379,0.00075742
380,0.00075734
381,0.00075734
382,0.00075731
383,0.00075731
384,0.00075696
385,0.00075694
386,0.00075683
387,0.00075677
388,0.0007566
389,0.0007566
390,0.00075635
391,0.00075616
392,0.00075604
393,0.00075604
394,0.00075603
395,0.00075603
396,0.00075591
397,0.00075591
398,0.00075591
399,0.00075591
400,0.0007559
401,0.00075587
402,0.00075555
403,0.00075521
404,0.00075505
405,0.0007548
406,0.00075469
407,0.00075469
408,0.00075463
409,0.00075463
410,0.00075463
411,0.00075439
412,0.00075424
413,0.00075421
414,0.00075395
415,0.00075346
416,0.00075346
417,0.0007534
418,0.00075338
419,0.00075338
420,0.00075338
421,0.00075337
422,0.00075332
423,0.00075322
424,0.00075319
425,0.00075319
426,0.00075319
427,0.00075289
428,0.00075289
429,0.00075286
430,0.00075269
431,0.00075269
432,0.00075262
433,0.00075257
434,0.00075257
435,0.00075257
436,0.00075255
437,0.00075255
438,0.00075255
439,0.00075249
440,0.00075237
441,0.00075237
442,0.00075222
443,0.00075222
444,0.00075221
445,0.00075221
446,0.00075221
447,0.00075221
448,0.00075221
449,0.00075221
450,0.00075193
451,0.00075193
452,0.00075193
453,0.00075176
454,0.00075167
455,0.00075167
456,0.00075164
457,0.00075164
458,0.00075164
459,0.00075112
460,0.00075107
461,0.00075105
462,0.00075105
463,0.00075082
464,0.00075071
465,0.00075071
466,0.00075062
467,0.0007506
468,0.0007506
469,0.0007506
470,0.00075051
471,0.00075051
472,0.00075025
473,0.0007502
474,0.00075019
475,0.00075019
476,0.00075019
477,0.00075012
478,0.00075011
479,0.00075008
