Epoch,mse
1,0.01062649
2,0.01062649
3,0.00474504
4,0.00474504
5,0.00474504
6,0.00474504
7,0.00474504
8,0.00474504
9,0.00324715
10,0.00303429
11,0.00303429
12,0.00303429
13,0.00303429
14,0.00303429
15,0.00303429
16,0.00303429
17,0.00303429
18,0.00303429
19,0.00303429
20,0.00303429
21,0.0026522
22,0.0026522
23,0.0026522
24,0.0026522
25,0.0026522
26,0.0026522
27,0.0026522
28,0.0026522
29,0.0026522
30,0.0026522
31,0.0026522
32,0.0026522
33,0.0026522
34,0.0026522
35,0.00144789
36,0.00144789
37,0.00144789
38,0.00144789
39,0.00144789
40,0.00144789
41,0.00144789
42,0.00144789
43,0.00144789
44,0.00144789
45,0.00144789
46,0.00144789
47,0.00144789
48,0.00144789
49,0.00144789
50,0.00144789
51,0.00144789
52,0.00144789
53,0.00144789
54,0.00144789
55,0.00144789
56,0.00144789
57,0.00144789
58,0.00144789
59,0.00144789
60,0.00144789
61,0.00104355
62,0.00104355
63,0.00104355
64,0.00104355
65,0.00104355
66,0.00104355
67,0.00104355
68,0.00104355
69,0.00104355
70,0.00104355
71,0.00104355
72,0.00104355
73,0.00104355
74,0.00104355
75,0.00104355
76,0.00104355
77,0.00104355
78,0.00104355
79,0.00104355
80,0.00104355
81,0.00104355
82,0.00104355
83,0.00104355
84,0.00104355
85,0.00104355
86,0.00104355
87,0.00104355
88,0.00104355
89,0.00104355
90,0.00104355
91,0.00104355
92,0.00104355
93,0.00104355
94,0.00104355
95,0.00104355
96,0.00104355
97,0.00104355
98,0.00104355
99,0.00104355
100,0.00104355
101,0.00104355
102,0.00104355
103,0.00104355
104,0.00104355
105,0.00104355
106,0.00104355
107,0.00104355
108,0.00104355
109,0.00104355
110,0.00104355
111,0.00104355
112,0.00104355
113,0.00104355
114,0.00104355
115,0.00104355
116,0.00104355
117,0.00104355
118,0.00104355
119,0.00104355
120,0.00104355
121,0.00104355
122,0.00104355
123,0.00104355
124,0.00104355
125,0.00104355
126,0.00104355
127,0.00104355
128,0.00104355
129,0.00104355
130,0.00104355
131,0.00104355
132,0.00104355
133,0.00104355
134,0.00104355
135,0.00104355
136,0.00104355
137,0.00104355
138,0.00104355
139,0.00104355
140,0.00104355
141,0.00104355
142,0.00104355
143,0.00104355
144,0.00104355
145,0.00104355
146,0.00104355
147,0.00104355
148,0.00104355
149,0.00104355
150,0.00104355
151,0.00104355
152,0.00104355
153,0.00104355
154,0.00104355
155,0.00104355
156,0.00104355
157,0.00104355
158,0.00104355
159,0.00104355
160,0.00104355
161,0.00104355
162,0.00104355
163,0.00104355
164,0.00104355
165,0.00104355
166,0.00104355
167,0.00104355
168,0.00104355
169,0.00104355
170,0.00104355
171,0.00104355
172,0.00104355
173,0.00104355
174,0.00104355
175,0.00104355
176,0.00104355
177,0.00104355
178,0.00104355
179,0.00104355
180,0.00104355
181,0.00104355
182,0.00104355
183,0.00104355
184,0.00104355
185,0.00104355
186,0.00104355
187,0.00104355
188,0.00104355
189,0.00104355
190,0.00104355
191,0.00104355
192,0.00104355
193,0.00104355
194,0.00104355
195,0.00104355
196,0.00104355
197,0.00104355
198,0.00104355
199,0.00104355
200,0.00104355
201,0.00104355
202,0.00104355
203,0.00104355
204,0.00104355
205,0.00104355
206,0.00104355
207,0.00104355
208,0.00104355
209,0.00104355
210,0.00104355
211,0.00104355
212,0.00104355
213,0.00104355
214,0.00104355
215,0.00104355
216,0.00104355
217,0.00104355
218,0.00104355
219,0.00065961
220,0.00065961
221,0.00065961
222,0.00065961
223,0.00065961
224,0.00065961
225,0.00065961
226,0.00065961
227,0.00065961
228,0.00065961
229,0.00065961
230,0.00065961
231,0.00065961
232,0.00065961
233,0.00065961
234,0.00065961
235,0.00065961
236,0.00065961
237,0.00065961
238,0.00065961
239,0.00065961
240,0.00065961
241,0.00065961
242,0.00065961
243,0.00065961
244,0.00065961
245,0.00065961
246,0.00065961
247,0.00065961
248,0.00065961
249,0.00065961
250,0.00065961
251,0.00065961
252,0.00065961
253,0.00065961
254,0.00065961
255,0.00065961
256,0.00065961
257,0.00065961
258,0.00065961
259,0.00065961
260,0.00065961
261,0.00065961
262,0.00065961
263,0.00065961
264,0.00065961
265,0.00065961
266,0.00065961
267,0.00065961
268,0.00065961
269,0.00065961
270,0.00065961
271,0.00065961
272,0.00065961
273,0.00065961
274,0.00065961
275,0.00065961
276,0.00065961
277,0.00065961
278,0.00065961
279,0.00065961
280,0.00065961
281,0.00065961
282,0.00065961
283,0.00065961
284,0.00065961
285,0.00065961
286,0.00065961
287,0.00065961
288,0.00065961
289,0.00065961
290,0.00065961
291,0.00065961
292,0.00065961
293,0.00065961
294,0.00065961
295,0.00065961
296,0.00065961
297,0.00065961
298,0.00065961
299,0.00065961
300,0.00065961
301,0.00065961
302,0.00065961
303,0.00065961
304,0.00065961
305,0.00065961
306,0.00065961
307,0.00065961
308,0.00065961
309,0.00065961
310,0.00065961
311,0.00065961
312,0.00065961
313,0.00065961
314,0.00065961
315,0.00065961
316,0.00065961
317,0.00065961
318,0.00065961
319,0.00065961
320,0.00065961
